Year,Month,CTI,SOI,PDO,NAO,AMO,IOD,AO,QBO,EP,CP,PNA,AAO
1908,2,0.729,0.84,1.02,2.1,-0.23,0.17,0.28788,NaN,NaN,NaN,NaN,NaN
1908,3,0.183,-0.41,0.67,2.6,-0.237,-0.09,0.37888,NaN,NaN,NaN,NaN,NaN
1908,4,-0.131,1.02,0.23,-1.8,-0.206,-0.19,-0.4699,NaN,NaN,NaN,NaN,NaN
1908,5,-0.00885,0.18,0.23,1.8,-0.16,0.22,0.48942,NaN,NaN,NaN,NaN,NaN
1908,6,-0.522,-0.63,0.41,1.4,-0.061,0.37,-0.37255,NaN,NaN,NaN,NaN,NaN
1908,7,-0.594,1.43,0.6,-1.2,0.027,0.02,-0.57798,NaN,NaN,NaN,NaN,NaN
1908,8,-0.00774,0.2,-1.04,-0.5,0.011,-0.04,-0.24121,NaN,NaN,NaN,NaN,NaN
1908,9,-0.841,1.67,-0.16,0.8,-0.086,0.17,0.17261,NaN,NaN,NaN,NaN,NaN
1908,10,-0.352,0.72,-0.41,-0.4,-0.118,0.21,-0.44766,NaN,NaN,NaN,NaN,NaN
1908,11,-0.592,0.09,0.47,0.4,-0.152,0.21,-0.49616,NaN,NaN,NaN,NaN,NaN
1908,12,-0.651,-0.71,1.16,2.4,-0.119,0.09,-0.14606,NaN,NaN,NaN,NaN,NaN
1909,1,-0.46,-0.3,0.23,1.9,-0.102,-0.14,0.44917,NaN,NaN,NaN,NaN,NaN
1909,2,-1.06,-0.4,1.01,-0.2,-0.14,-0.08,-0.38486,NaN,NaN,NaN,NaN,NaN
1909,3,-0.109,-0.15,0.54,-2.4,-0.099,0.05,-2.5891,NaN,NaN,NaN,NaN,NaN
1909,4,-0.22,-1.78,0.24,0.6,-0.146,-0.1,0.17182,NaN,NaN,NaN,NaN,NaN
1909,5,-0.664,0.07,-0.39,-2.6,-0.004,-0.27,-1.2244,NaN,NaN,NaN,NaN,NaN
1909,6,-0.513,2.63,-0.64,-2.2,-0.126,-0.39,-0.65683,NaN,NaN,NaN,NaN,NaN
1909,7,-0.259,1.08,-0.39,4.6,-0.165,-0.46,0.37946,NaN,NaN,NaN,NaN,NaN
1909,8,-0.955,0.89,-0.68,3.7,-0.081,-0.28,0.57127,NaN,NaN,NaN,NaN,NaN
1909,9,-0.494,0.06,-0.89,-2.7,-0.112,-0.04,-0.70959,NaN,NaN,NaN,NaN,NaN
1909,10,-0.952,0.2,-0.02,2.7,-0.149,0.01,-0.9132,NaN,NaN,NaN,NaN,NaN
1909,11,-0.946,0.74,-0.4,-2.2,-0.289,0.15,-0.37921,NaN,NaN,NaN,NaN,NaN
1909,12,-1.27,0.41,-0.01,-2.8,-0.232,0.29,-1.1097,NaN,NaN,NaN,NaN,NaN
1910,1,-0.706,0.6,-0.25,2.6,-0.305,0.14,1.8864,NaN,NaN,NaN,NaN,NaN
1910,2,-0.328,1.42,-0.7,4.4,-0.249,0,0.84899,NaN,NaN,NaN,NaN,NaN
1910,3,-0.909,1.25,0.18,2.1,-0.258,0.04,0.089791,NaN,NaN,NaN,NaN,NaN
1910,4,-1.13,0.39,-0.37,-1.3,-0.308,0,-0.19852,NaN,NaN,NaN,NaN,NaN
1910,5,-0.441,0.09,-0.06,3.1,-0.339,-0.1,-0.40772,NaN,NaN,NaN,NaN,NaN
1910,6,-0.399,2.49,-0.28,0.3,-0.359,-0.09,-0.34531,NaN,NaN,NaN,NaN,NaN
1910,7,-0.157,2.07,0.03,-1.5,-0.287,-0.13,-0.44976,NaN,NaN,NaN,NaN,NaN
1910,8,-0.601,0.89,-0.06,-2.3,-0.257,-0.31,-0.86793,NaN,NaN,NaN,NaN,NaN
1910,9,-0.487,1.46,0.4,-2.1,-0.104,-0.58,-0.10574,NaN,NaN,NaN,NaN,NaN
1910,10,-0.0693,1.04,-0.66,-1.3,-0.188,-0.67,0.27877,NaN,NaN,NaN,NaN,NaN
1910,11,-0.478,1.74,0.02,-3.2,-0.076,-0.25,-3.0621,NaN,NaN,NaN,NaN,NaN
1910,12,-0.187,1.66,0.84,-0.4,-0.24,0.41,-0.84755,NaN,NaN,NaN,NaN,NaN
1911,1,-0.476,0.3,-1.11,0.9,-0.251,0.58,1.0953,NaN,NaN,NaN,NaN,NaN
1911,2,-0.606,0.01,0,1,-0.251,0.12,1.7127,NaN,NaN,NaN,NaN,NaN
1911,3,-0.487,0.22,-0.78,-0.1,-0.306,-0.28,0.74312,NaN,NaN,NaN,NaN,NaN
1911,4,-0.322,0.05,-0.73,-0.9,-0.318,-0.26,0.74948,NaN,NaN,NaN,NaN,NaN
1911,5,0.521,-0.74,0.17,4.7,-0.341,-0.16,0.49534,NaN,NaN,NaN,NaN,NaN
1911,6,0.372,-1.55,0.02,-0.5,-0.237,-0.24,-0.27299,NaN,NaN,NaN,NaN,NaN
1911,7,1.18,-1.26,0.48,-2.8,-0.166,-0.24,-0.64656,NaN,NaN,NaN,NaN,NaN
1911,8,1.23,-1.41,0.43,-1.3,-0.063,-0.15,-0.46688,NaN,NaN,NaN,NaN,NaN
1911,9,1.31,-0.88,0.29,0.1,-0.117,-0.17,0.043317,NaN,NaN,NaN,NaN,NaN
1911,10,1.33,-1.3,0.2,-1.7,-0.112,-0.02,-0.54791,NaN,NaN,NaN,NaN,NaN
1911,11,1.81,-0.81,-0.86,0.8,-0.229,0.27,0.40396,NaN,NaN,NaN,NaN,NaN
1911,12,2.25,-0.27,0.01,2.1,-0.171,0.21,-0.1022,NaN,NaN,NaN,NaN,NaN
1912,1,1.65,-1.11,-1.72,-1.5,-0.235,-0.01,-0.67315,NaN,NaN,NaN,NaN,NaN
1912,2,1.15,-1.83,-0.23,-2.4,-0.258,0.09,-1.0219,NaN,NaN,NaN,NaN,NaN
1912,3,0.928,-1.14,-0.04,2.3,-0.216,0.17,0.35684,NaN,NaN,NaN,NaN,NaN
1912,4,1.13,-2.27,-0.38,1,-0.167,0.03,0.63293,NaN,NaN,NaN,NaN,NaN
1912,5,0.455,-1.12,-0.02,1.2,-0.114,0.1,0.35168,NaN,NaN,NaN,NaN,NaN
1912,6,-0.143,-0.99,0.77,-0.4,-0.149,0.12,-0.63594,NaN,NaN,NaN,NaN,NaN
1912,7,0.177,-0.05,1.07,-1.5,-0.255,-0.26,-0.59598,NaN,NaN,NaN,NaN,NaN
1912,8,-0.339,-0.94,-0.84,-2.3,-0.393,-0.5,-1.0183,NaN,NaN,NaN,NaN,NaN
1912,9,0.401,-0.4,0.94,-4.1,-0.243,-0.29,-1.4257,NaN,NaN,NaN,NaN,NaN
1912,10,0.237,-0.97,0.56,2.1,-0.249,-0.12,-0.69026,NaN,NaN,NaN,NaN,NaN
1912,11,-0.0684,0.12,0.74,0.9,-0.221,-0.15,0.070075,NaN,NaN,NaN,NaN,NaN
1912,12,-0.0542,-1.01,0.98,3,-0.234,-0.1,1.0356,NaN,NaN,NaN,NaN,NaN
1913,1,-0.0676,-0.41,-0.03,1.1,-0.306,0.13,0.62542,NaN,NaN,NaN,NaN,NaN
1913,2,0.293,-0.63,0.34,0.5,-0.211,0.31,1.0405,NaN,NaN,NaN,NaN,NaN
1913,3,0.284,0.01,0.06,4,-0.224,0.18,2.9908,NaN,NaN,NaN,NaN,NaN
1913,4,0.0597,-0.79,-0.92,3.5,-0.44,0.04,0.38287,NaN,NaN,NaN,NaN,NaN
1913,5,0.0281,-0.56,0.66,1.6,-0.447,0.3,0.099816,NaN,NaN,NaN,NaN,NaN
1913,6,0.516,-0.6,1.43,1.8,-0.565,0.49,0.42851,NaN,NaN,NaN,NaN,NaN
1913,7,0.509,-0.12,1.06,-2,-0.437,0.19,-0.7037,NaN,NaN,NaN,NaN,NaN
1913,8,0.373,-0.92,1.29,1,-0.434,-0.05,-0.63566,NaN,NaN,NaN,NaN,NaN
1913,9,0.622,-0.95,0.73,-2.9,-0.427,0.17,-0.85229,NaN,NaN,NaN,NaN,NaN
1913,10,0.538,-1.02,0.62,-2.2,-0.381,0.35,-0.70058,NaN,NaN,NaN,NaN,NaN
1913,11,0.908,-1.25,0.75,5.2,-0.455,0.21,1.2622,NaN,NaN,NaN,NaN,NaN
1913,12,1.3,-0.89,0.9,0.2,-0.326,0.02,0.31812,NaN,NaN,NaN,NaN,NaN
1914,1,1.25,-0.74,0.34,-0.5,-0.222,0,1.3932,NaN,NaN,NaN,NaN,NaN
1914,2,0.736,0.18,-0.29,2.1,-0.318,0.07,1.4578,NaN,NaN,NaN,NaN,NaN
1914,3,0.728,0.88,0.08,1.4,-0.405,0.03,0.19551,NaN,NaN,NaN,NaN,NaN
1914,4,0.912,-2.27,1.2,1.8,-0.383,-0.03,1.4518,NaN,NaN,NaN,NaN,NaN
1914,5,0.614,-1.21,0.11,3.4,-0.262,0.18,1.6435,NaN,NaN,NaN,NaN,NaN
1914,6,0.372,-2.64,0.11,2.7,-0.376,0.51,0.47611,NaN,NaN,NaN,NaN,NaN
1914,7,0.782,-0.97,-0.21,-1.3,-0.43,0.55,-0.47823,NaN,NaN,NaN,NaN,NaN
1914,8,0.72,-1.84,0.11,0.9,-0.369,0.39,-0.44828,NaN,NaN,NaN,NaN,NaN
1914,9,1.66,-1.47,-0.34,-0.6,-0.188,0.33,-0.10981,NaN,NaN,NaN,NaN,NaN
1914,10,0.836,-0.73,-0.11,-0.5,-0.112,0.24,-0.76311,NaN,NaN,NaN,NaN,NaN
1914,11,1.31,-0.47,0.03,0.2,-0.183,-0.05,0.38094,NaN,NaN,NaN,NaN,NaN
1914,12,0.701,0.17,0.89,2.3,-0.227,-0.34,0.83098,NaN,NaN,NaN,NaN,NaN
1915,1,0.669,-2.71,-0.41,0.9,-0.128,-0.42,-1.2344,NaN,NaN,NaN,NaN,NaN
1915,2,1.18,-0.59,0.14,1.1,-0.116,-0.34,-0.60371,NaN,NaN,NaN,NaN,NaN
1915,3,1.02,-2.49,-1.22,-3.8,-0.003,-0.26,-2.2566,NaN,NaN,NaN,NaN,NaN
1915,4,0.503,-1.49,1.4,3.8,0.052,-0.23,0.81801,NaN,NaN,NaN,NaN,NaN
1915,5,1.2,1.22,0.32,-3.4,0.263,-0.18,-0.87616,NaN,NaN,NaN,NaN,NaN
1915,6,1.01,2.68,0.99,-3.5,0.294,-0.15,-0.74092,NaN,NaN,NaN,NaN,NaN
1915,7,-0.76,2.53,1.07,-0.2,0.318,-0.18,-0.76547,NaN,NaN,NaN,NaN,NaN
1915,8,1.28,1.3,0.27,-3.5,0.213,-0.18,-1.0276,NaN,NaN,NaN,NaN,NaN
1915,9,-0.0318,1.34,-0.05,-3.8,0.198,-0.15,-1.09,NaN,NaN,NaN,NaN,NaN
1915,10,-0.635,0.95,-0.43,1.6,0.03,-0.14,-1.2176,NaN,NaN,NaN,NaN,NaN
1915,11,-0.66,-1.74,-0.12,-4,-0.005,-0.09,-1.6632,NaN,NaN,NaN,NaN,NaN
1915,12,-0.53,0.99,0.17,-3.7,0.012,0.06,-1.2029,NaN,NaN,NaN,NaN,NaN
1916,1,0.0977,0.56,-0.64,2.8,-0.038,0.12,2.6549,NaN,NaN,NaN,NaN,NaN
1916,2,0.495,-0.52,-0.19,2.3,-0.098,0.1,1.0051,NaN,NaN,NaN,NaN,NaN
1916,3,-0.345,-0.83,-0.11,-3.9,-0.092,0.27,-2.2153,NaN,NaN,NaN,NaN,NaN
1916,4,0.53,0.01,0.35,1.2,-0.118,0.47,-0.36515,NaN,NaN,NaN,NaN,NaN
1916,5,0.0486,0.43,0.42,-0.6,0.02,0.25,-0.37852,NaN,NaN,NaN,NaN,NaN
1916,6,-0.109,0.75,-0.82,-2.7,0.029,-0.14,-0.81669,NaN,NaN,NaN,NaN,NaN
1916,7,-0.818,2.57,-0.78,0.6,-0.074,-0.27,0.18026,NaN,NaN,NaN,NaN,NaN
1916,8,-1.55,1.51,-0.73,-1.9,-0.016,-0.4,-0.067731,NaN,NaN,NaN,NaN,NaN
1916,9,-0.756,0.42,-0.77,-2.1,-0.003,-0.73,-0.25824,NaN,NaN,NaN,NaN,NaN
1916,10,-1.49,0.36,-0.22,3.2,-0.074,-0.74,1.1666,NaN,NaN,NaN,NaN,NaN
1916,11,-0.971,0.77,-0.68,-0.3,-0.239,-0.33,0.22829,NaN,NaN,NaN,NaN,NaN
1916,12,-0.753,1.62,-1.94,-4.7,-0.207,0.1,-2.5515,NaN,NaN,NaN,NaN,NaN
1917,1,-0.798,0.46,-0.79,-3.5,-0.293,0.36,-1.2759,NaN,NaN,NaN,NaN,NaN
1917,2,0.263,0.98,-0.84,-1.6,-0.349,0.37,0.04928,NaN,NaN,NaN,NaN,NaN
1917,3,-0.255,1.86,-0.71,-0.7,-0.401,0.09,-0.28369,NaN,NaN,NaN,NaN,NaN
1917,4,0.401,2.58,-0.34,-3.2,-0.305,-0.05,-1.4798,NaN,NaN,NaN,NaN,NaN
1917,5,0.00416,2.4,0.82,-3.3,-0.253,-0.01,-1.3401,NaN,NaN,NaN,NaN,NaN
1917,6,0.336,2.39,-0.03,0.2,-0.151,-0.18,0.19282,NaN,NaN,NaN,NaN,NaN
1917,7,-0.412,2.83,0.1,-3.5,-0.208,-0.27,-0.096663,NaN,NaN,NaN,NaN,NaN
1917,8,NaN,3.48,-0.22,-0.9,-0.191,-0.01,-0.4798,NaN,NaN,NaN,NaN,NaN
1917,9,0.549,2.84,-0.4,2.7,-0.281,-0.03,1.3267,NaN,NaN,NaN,NaN,NaN
1917,10,0.00145,1.51,-1.75,1.8,-0.34,-0.42,0.21801,NaN,NaN,NaN,NaN,NaN
1917,11,-1.55,1.93,-0.34,1.8,-0.318,-0.49,0.68844,NaN,NaN,NaN,NaN,NaN
1917,12,-0.685,2.4,-0.6,-3.3,-0.258,-0.22,-1.4607,NaN,NaN,NaN,NaN,NaN
1918,1,0.215,1.46,-1.13,-5.7,-0.1,0.1,-1.971,NaN,NaN,NaN,NaN,NaN
1918,2,-0.448,1.58,-0.66,3.1,-0.174,0.36,2.8381,NaN,NaN,NaN,NaN,NaN
1918,3,0.118,-0.39,-1.15,0.9,-0.116,0.16,0.82075,NaN,NaN,NaN,NaN,NaN
1918,4,-0.3,2.07,-0.32,-0.7,-0.177,-0.32,-0.34426,NaN,NaN,NaN,NaN,NaN
1918,5,0.62,1.09,-0.33,0.7,-0.237,-0.23,0.68188,NaN,NaN,NaN,NaN,NaN
1918,6,0.941,-0.78,0.07,2.1,-0.418,0.21,0.38059,NaN,NaN,NaN,NaN,NaN
1918,7,1.03,-1.38,0.98,-4.5,-0.366,0.22,-1.6315,NaN,NaN,NaN,NaN,NaN
1918,8,1.16,-0.64,-0.31,1.3,-0.389,0.16,-0.051853,NaN,NaN,NaN,NaN,NaN
1918,9,1.33,-0.85,-0.59,0.6,-0.364,0.46,0.024785,NaN,NaN,NaN,NaN,NaN
1918,10,0.993,-0.62,0.61,2.5,-0.257,0.64,-0.29757,NaN,NaN,NaN,NaN,NaN
1918,11,2.26,0.02,0.34,0.7,-0.298,0.57,-0.097508,NaN,NaN,NaN,NaN,NaN
1918,12,2.33,-1,0.86,0.5,-0.223,0.49,-0.28897,NaN,NaN,NaN,NaN,NaN
1919,1,1.26,-1.62,-1.07,-0.1,-0.225,0.23,-0.96743,NaN,NaN,NaN,NaN,NaN
1919,2,1.8,-1.19,1.31,-3.2,-0.058,-0.14,-1.7124,NaN,NaN,NaN,NaN,NaN
1919,3,0.486,-1.57,-0.5,-1,-0.191,-0.21,-0.84005,NaN,NaN,NaN,NaN,NaN
1919,4,0.334,-0.37,0.08,1.1,-0.055,-0.08,0.26561,NaN,NaN,NaN,NaN,NaN
1919,5,0.781,-0.96,0.17,-0.4,-0.163,-0.05,-0.7481,NaN,NaN,NaN,NaN,NaN
1919,6,0.515,-1.46,-0.71,4.1,-0.221,-0.01,0.23922,NaN,NaN,NaN,NaN,NaN
1919,7,0.184,-0.87,-0.47,-3.3,-0.282,0.15,-0.059323,NaN,NaN,NaN,NaN,NaN
1919,8,0.188,-0.9,0.38,1.6,-0.189,0.26,0.29123,NaN,NaN,NaN,NaN,NaN
1919,9,0.841,-0.59,0.06,1.1,-0.191,0.23,0.4702,NaN,NaN,NaN,NaN,NaN
1919,10,0.382,-1.25,-0.42,-1.7,-0.141,0.14,-1.3851,NaN,NaN,NaN,NaN,NaN
1919,11,0.324,-1.23,-0.8,-2.5,-0.226,0.06,-1.4228,NaN,NaN,NaN,NaN,NaN
1919,12,1.05,-1.12,0.76,2.9,-0.289,0.08,0.42534,NaN,NaN,NaN,NaN,NaN
1920,1,0.816,0.18,-1.18,3,-0.46,0.22,1.1592,NaN,NaN,NaN,NaN,NaN
1920,2,-0.868,-0.29,0.06,1.2,-0.402,0.22,1.5533,NaN,NaN,NaN,NaN,NaN
1920,3,0.957,-0.63,-0.78,4.4,-0.45,-0.03,2.8258,NaN,NaN,NaN,NaN,NaN
1920,4,0.178,-0.1,-1.29,-2.1,-0.333,-0.2,-1.0237,NaN,NaN,NaN,NaN,NaN
1920,5,0.96,-0.4,-0.97,3.2,-0.251,-0.12,0.18715,NaN,NaN,NaN,NaN,NaN
1920,6,0.924,0.4,-1.3,-0.5,-0.28,-0.12,-0.54513,NaN,NaN,NaN,NaN,NaN
1920,7,0.31,0.92,-0.9,4.7,-0.274,-0.27,0.37441,NaN,NaN,NaN,NaN,NaN
1920,8,-0.0936,0.44,-2.21,-1.3,-0.301,-0.25,-0.6489,NaN,NaN,NaN,NaN,NaN
1920,9,0.505,0.47,-1.28,2.1,-0.274,-0.14,-0.31038,NaN,NaN,NaN,NaN,NaN
1920,10,0.135,-0.69,-1.06,0.1,-0.266,-0.16,-1.1014,NaN,NaN,NaN,NaN,NaN
1920,11,-0.0526,-0.19,-0.26,3.3,-0.425,-0.22,1.0933,NaN,NaN,NaN,NaN,NaN
1920,12,0.00396,0.99,0.29,-2.1,-0.301,-0.23,-1.1182,NaN,NaN,NaN,NaN,NaN
1921,1,0.0638,1.09,-0.66,2,-0.289,-0.25,1.8498,NaN,NaN,NaN,NaN,NaN
1921,2,0.321,0.58,-0.61,0.3,-0.272,-0.12,-0.22627,NaN,NaN,NaN,NaN,NaN
1921,3,-0.559,1.07,-0.01,3.9,-0.316,0.14,1.9778,NaN,NaN,NaN,NaN,NaN
1921,4,-0.0299,-1.28,-0.93,-0.4,-0.262,0.29,-0.2836,NaN,NaN,NaN,NaN,NaN
1921,5,-0.406,-0.01,-0.42,3.3,-0.249,0.28,-0.015413,NaN,NaN,NaN,NaN,NaN
1921,6,-0.0543,4.07,0.4,-1.5,-0.246,0.11,-0.68783,NaN,NaN,NaN,NaN,NaN
1921,7,0.0205,0.29,-0.58,-1.5,-0.106,-0.18,0.07169,NaN,NaN,NaN,NaN,NaN
1921,8,-0.273,-0.88,-0.69,0.8,-0.245,-0.34,-0.17786,NaN,NaN,NaN,NaN,NaN
1921,9,0.443,0.46,-0.78,-0.3,-0.223,-0.28,-0.39867,NaN,NaN,NaN,NaN,NaN
1921,10,0.0169,0.97,-0.23,-1.1,-0.053,-0.19,-0.39122,NaN,NaN,NaN,NaN,NaN
1921,11,-0.204,0.76,1.92,-1,-0.26,-0.12,-2.0452,NaN,NaN,NaN,NaN,NaN
1921,12,0.293,0.81,1.42,3.5,-0.118,-0.1,1.0755,NaN,NaN,NaN,NaN,NaN
1922,1,-0.398,0.78,1.05,0.9,-0.203,-0.14,-0.89981,NaN,NaN,NaN,NaN,NaN
1922,2,0.0884,0.77,-0.85,3.7,-0.24,-0.11,1.458,NaN,NaN,NaN,NaN,NaN
1922,3,0.216,0.48,0.08,0.3,-0.338,0,0.17553,NaN,NaN,NaN,NaN,NaN
1922,4,0.317,-0.69,0.43,-0.5,-0.408,0.03,-0.55549,NaN,NaN,NaN,NaN,NaN
1922,5,0.378,-0.76,-0.19,1.8,-0.316,0.1,0.29117,NaN,NaN,NaN,NaN,NaN
1922,6,-0.41,0.45,-1.04,4,-0.329,0.23,0.33243,NaN,NaN,NaN,NaN,NaN
1922,7,-0.0925,0.23,-0.82,2.6,-0.374,0.29,-0.15853,NaN,NaN,NaN,NaN,NaN
1922,8,-0.292,-0.28,-0.93,2.1,-0.307,0.34,-0.75997,NaN,NaN,NaN,NaN,NaN
1922,9,-0.112,0.46,-0.81,1.3,-0.366,0.27,-0.31976,NaN,NaN,NaN,NaN,NaN
1922,10,-0.718,0.55,0.84,-5,-0.284,-0.1,-1.8437,NaN,NaN,NaN,NaN,NaN
1922,11,-0.425,0.76,-0.6,-0.6,-0.349,-0.24,-0.11149,NaN,NaN,NaN,NaN,NaN
1922,12,-0.0175,1.21,0.48,1,-0.322,0.06,0.3572,NaN,NaN,NaN,NaN,NaN
1923,1,-0.253,0.56,0.75,1.7,-0.361,0.02,1.6813,NaN,NaN,NaN,NaN,NaN
1923,2,-0.383,0.34,-0.04,1.4,-0.458,-0.42,-0.35703,NaN,NaN,NaN,NaN,NaN
1923,3,0.209,0.84,0.49,0.1,-0.402,-0.43,0.28146,NaN,NaN,NaN,NaN,NaN
1923,4,0.241,0.81,0.99,0.5,-0.427,-0.07,-0.12983,NaN,NaN,NaN,NaN,NaN
1923,5,0.534,-0.01,-0.2,-1.1,-0.279,0.04,-0.36148,NaN,NaN,NaN,NaN,NaN
1923,6,0.563,-0.17,0.68,0.8,-0.312,0.02,-0.29388,NaN,NaN,NaN,NaN,NaN
1923,7,0.64,-1.11,1.16,4.1,-0.319,0.18,0.057021,NaN,NaN,NaN,NaN,NaN
1923,8,0.611,-2.14,0.84,0.3,-0.424,0.37,-0.6018,NaN,NaN,NaN,NaN,NaN
1923,9,1.07,-1.46,-0.24,2.4,-0.367,0.5,-0.072051,NaN,NaN,NaN,NaN,NaN
1923,10,0.948,-0.72,1.1,2.4,-0.262,0.52,0.022178,NaN,NaN,NaN,NaN,NaN
1923,11,1.05,-1.41,0.62,-0.2,-0.213,0.31,-0.90433,NaN,NaN,NaN,NaN,NaN
1923,12,0.866,0.13,-0.36,1,-0.059,-0.05,0.36406,NaN,NaN,NaN,NaN,NaN
1924,1,0.469,-0.68,1.29,0.8,-0.129,-0.34,0.22275,NaN,NaN,NaN,NaN,NaN
1924,2,0.432,0.01,0.73,-1.1,-0.197,-0.34,-1.129,NaN,NaN,NaN,NaN,NaN
1924,3,0.426,0.11,1.13,-3.9,-0.102,-0.1,-2.1291,NaN,NaN,NaN,NaN,NaN
1924,4,-0.135,-1.95,-0.02,-2.8,-0.055,0.04,-0.56378,NaN,NaN,NaN,NaN,NaN
1924,5,-0.297,1.19,0.36,-0.5,0.047,-0.11,-0.1105,NaN,NaN,NaN,NaN,NaN
1924,6,-0.183,0.84,0.75,-0.8,-0.095,-0.29,-0.35426,NaN,NaN,NaN,NaN,NaN
1924,7,-0.55,0.78,-0.55,3.2,-0.124,-0.31,0.74937,NaN,NaN,NaN,NaN,NaN
1924,8,-0.641,0.88,-0.67,2.4,-0.135,-0.23,0.26287,NaN,NaN,NaN,NaN,NaN
1924,9,-0.692,0.74,-0.48,2,-0.202,-0.11,0.58092,NaN,NaN,NaN,NaN,NaN
1924,10,-0.555,0.63,-1.25,1.2,-0.234,-0.09,-0.14626,NaN,NaN,NaN,NaN,NaN
1924,11,-0.601,1.02,0.24,0.6,-0.314,-0.16,0.54228,NaN,NaN,NaN,NaN,NaN
1924,12,-0.445,0.48,0.11,4.6,-0.285,-0.18,1.3681,NaN,NaN,NaN,NaN,NaN
1925,1,-0.535,0.54,-0.05,1.6,-0.324,-0.24,2.284,NaN,NaN,NaN,NaN,NaN
1925,2,-0.36,1.22,-0.14,2.3,-0.308,-0.21,0.39177,NaN,NaN,NaN,NaN,NaN
1925,3,0.00989,1.52,0.2,-1.5,-0.237,0.15,-0.8391,NaN,NaN,NaN,NaN,NaN
1925,4,0.0242,1.48,0.86,2.5,-0.178,0.41,1.2527,NaN,NaN,NaN,NaN,NaN
1925,5,0.1,-0.3,0.79,2.7,-0.076,0.21,-0.35618,NaN,NaN,NaN,NaN,NaN
1925,6,0.456,-0.82,-1.08,1.4,-0.188,0,0.11586,NaN,NaN,NaN,NaN,NaN
1925,7,0.602,-1.31,-0.06,3.8,-0.143,0.07,-0.48971,NaN,NaN,NaN,NaN,NaN
1925,8,0.808,-1.24,-0.86,1.6,-0.13,0.22,-0.031615,NaN,NaN,NaN,NaN,NaN
1925,9,0.872,-0.66,0.52,-0.3,-0.118,0.45,0.37566,NaN,NaN,NaN,NaN,NaN
1925,10,0.801,-1.5,0.04,-2.1,-0.085,0.58,-0.40348,NaN,NaN,NaN,NaN,NaN
1925,11,1.31,-0.97,0.88,-2.4,-0.17,0.28,-0.27869,NaN,NaN,NaN,NaN,NaN
1925,12,1.19,-0.89,1.19,-5.3,0.048,-0.08,-1.2464,NaN,NaN,NaN,NaN,NaN
1926,1,1.25,-0.62,0.3,0.8,0.036,-0.1,0.24944,NaN,NaN,NaN,NaN,NaN
1926,2,0.935,-1.56,0.98,0.8,0.109,-0.07,0.10893,NaN,NaN,NaN,NaN,NaN
1926,3,0.88,-1.65,-0.5,0.2,0.048,-0.07,0.69405,NaN,NaN,NaN,NaN,NaN
1926,4,0.887,-0.75,2.1,1.2,0.11,0.03,0.099123,NaN,NaN,NaN,NaN,NaN
1926,5,0.841,-0.28,1.43,-1.8,0.127,0.09,-1.1254,NaN,NaN,NaN,NaN,NaN
1926,6,0.118,-1.05,2.03,-2.1,0.07,0.11,-1.2266,NaN,NaN,NaN,NaN,NaN
1926,7,0.497,-0.09,1.05,2.1,0.142,0.16,0.6434,NaN,NaN,NaN,NaN,NaN
1926,8,0.0284,-0.92,1.64,1.2,0.053,0.1,0.15011,NaN,NaN,NaN,NaN,NaN
1926,9,-0.147,0.12,1.18,-0.8,0.043,0.08,0.097455,NaN,NaN,NaN,NaN,NaN
1926,10,-0.452,0.24,1.65,-4.4,0.178,0.23,-1.343,NaN,NaN,NaN,NaN,NaN
1926,11,-0.362,0.07,1,2.7,0.028,0.12,-0.21156,NaN,NaN,NaN,NaN,NaN
1926,12,-0.415,0.59,1.06,-1.5,0.091,-0.2,-0.3552,NaN,NaN,NaN,NaN,NaN
1927,1,0.257,0.51,1.07,2.3,0.082,-0.21,1.0405,NaN,NaN,NaN,NaN,NaN
1927,2,0.376,0.01,1.73,0.3,0.078,-0.04,-0.25237,NaN,NaN,NaN,NaN,NaN
1927,3,-0.361,1.84,0.15,2.3,0.041,-0.03,1.2777,NaN,NaN,NaN,NaN,NaN
1927,4,-0.388,0.75,-0.18,1.1,0.069,0,0.94704,NaN,NaN,NaN,NaN,NaN
1927,5,0.194,0.62,0.3,-2.9,0.193,0.08,-0.37932,NaN,NaN,NaN,NaN,NaN
1927,6,0.0382,0.91,0.69,-0.6,0.155,-0.01,-0.17769,NaN,NaN,NaN,NaN,NaN
1927,7,-0.191,0.17,-0.31,0.1,0.156,-0.21,-0.1347,NaN,NaN,NaN,NaN,NaN
1927,8,0.167,-0.75,-0.73,0.3,0.158,-0.41,-0.28931,NaN,NaN,NaN,NaN,NaN
1927,9,0.331,-0.07,-0.41,-0.6,0.106,-0.44,-0.52673,NaN,NaN,NaN,NaN,NaN
1927,10,0.499,-0.55,-0.62,-4.2,0.174,-0.14,-0.61944,NaN,NaN,NaN,NaN,NaN
1927,11,0.254,-0.91,-0.07,0.6,0.138,0.17,0.38225,NaN,NaN,NaN,NaN,NaN
1927,12,0.473,0.75,0.07,-4.6,-0.023,0.19,-1.7281,NaN,NaN,NaN,NaN,NaN
1928,1,0.333,-1.22,0.96,3.9,-0.045,0.07,2.2221,NaN,NaN,NaN,NaN,NaN
1928,2,0.19,0.95,0.79,2.3,-0.093,-0.01,1.6629,NaN,NaN,NaN,NaN,NaN
1928,3,0.117,1.38,0.52,-1.3,-0.093,-0.03,-0.74799,NaN,NaN,NaN,NaN,NaN
